ID,Fraud,Title,Description,Architectural Style,Property Types,Interior/Exterior,Feature
b159,AI,Mediterranean Villa with Terracotta Roof and Balconies,"A Mediterranean-style villa features a terracotta roof, multiple balconies, and a stucco exterior in a warm peach tone, complemented by lush landscaping and a swimming pool, creating a luxurious and inviting atmosphere.",,,,
b160,AI,Prairie Style Residence with Low-Slung Roof and Horizontal Lines,"A Prairie-style residence showcases a low-slung roof, horizontal lines, and a warm-toned facade complemented by stone accents and expansive windows, creating a harmonious blend of modern and traditional elements amidst lush greenery.",,,,
b161,AI,Modern Minimalist Residence with Flat Roof and Expansive Windows,"A sleek modern residence features a flat roof, expansive glass walls, and a wooden facade, seamlessly integrating indoor and outdoor living spaces with a tranquil pool and lush greenery.",,,,
b162,AI,Bold Bauhaus House with Colorful Facade and Glass Walls,"A striking Bauhaus-inspired house showcases a vibrant color palette of yellow, orange, and red, contrasting with expansive glass walls and a sleek, minimalist design, creating a visually arresting and modern aesthetic.",,,,
b163,AI,Contemporary Home with Wood Accents and Black Facade,"A modern home features a sleek black facade contrasted by warm wood accents, a cantilevered roof, and expansive windows overlooking a landscaped front yard with a gravel driveway and wooden fence.",,,,
b164,AI,odern Prairie House with Wood Facade and Cantilevered Roof,"A contemporary Prairie-style house showcases a warm wooden facade, cantilevered roof, and expansive windows overlooking a lush green lawn, seamlessly integrating indoor and outdoor living spaces.",,,,
b165,AI,Bold Bauhaus House with Colorful Facade and Glass Walls,"A striking Bauhaus-inspired house showcases a vibrant color palette of yellow, orange, and red, contrasting with expansive glass walls and a sleek, minimalist design, creating a visually arresting and modern aesthetic.",,,,
b166,AI,Modern Minimalist Wooden House with Green Roof,"A contemporary single-story wooden house featuring a flat roof covered in greenery, large glass windows for ample natural light, and a raised platform with a staircase leading to the front door, surrounded by lush green landscaping.",,,,
b167,AI,Modern Contemporary Two-Story House with Rooftop Terrace,"A contemporary two-story house featuring a flat roof with a rooftop terrace, large glass windows and sliding doors for abundant natural light, a combination of wood and stone cladding on the exterior, and a landscaped garden with a patio and outdoor seating area.",,,,
b168,AI,inimalist Modern Single-Story House with Pool,"A single-story modern house with a flat roof, large glass windows offering expansive views, a wooden exterior panel, a swimming pool, and landscaped greenery surrounding the property.",,,,
b169,AI,Modern Tropical House with Pool,"A modern two-story house featuring a flat roof, large glass windows and sliding doors, a wooden exterior, a swimming pool, and lush tropical landscaping with palm trees.",,,,
b170,AI,Victorian Stick Style House,"A three-story Victorian stick style house with a steeply pitched roof, ornate detailing, a wraparound porch, and a vibrant red exterior with contrasting yellow trim.",,,,
b171,AI,Victorian Red Brick Mansion,"A grand Victorian-style house with red brick exterior, featuring a slate roof, bay windows, ornate detailing, and lush landscaping.",,,,
b172,AI,Gothic Revival Mansion,"A Gothic Revival-style house with a red brick facade, featuring a steep roof, ornate detailing, a wraparound porch, and lush landscaping.",,,,
b173,AI,Queen Anne Victorian House,"A Queen Anne-style house with a brown wood facade and contrasting yellow trim, featuring a tower, wrap-around porch, and lush landscaping.",,,,
b174,AI,Queen Anne Victorian House,"A Queen Anne-style house with a vibrant teal facade, featuring a tower, wrap-around porch, ornate detailing, and lush landscaping with a yellow maple tree.",,,,
b175,AI,Queen Anne Victorian House,"A Queen Anne-style house with a red brick facade and contrasting black trim, featuring a tower, wrap-around porch, ornate detailing, and lush landscaping.",,,,
b176,AI,Victorian Cottage with Teal Wood Facade,"A charming Victorian-style cottage with a teal wood facade, featuring a white wraparound porch, ornate detailing, and lush landscaping.",,,,
b177,AI,Queen Anne Victorian House,"A Queen Anne-style house with a red brick facade and contrasting green and yellow trim, featuring a tower, wrap-around porch, ornate detailing, and lush landscaping.",,,,
b178,AI,Contemporary Modern Home with Wood and Stone Facade,"A modern contemporary house with a wood and stone facade, featuring a flat roof, solar panels, large windows, and landscaped grounds with a driveway and patio.",,,,
b179,AI,Queen Anne Victorian House with Teal Wood Facade,"A Queen Anne-style house with a teal wood facade and contrasting brown trim, featuring a tower, wrap-around porch, ornate detailing, and lush landscaping.",,,,
b180,AI,Queen Anne Victorian House with Red Brick Facade,"A Queen Anne-style house with a red brick facade and contrasting green trim, featuring a tower, wrap-around porch, ornate detailing, and lush landscaping.",,,,
b181,AI,Queen Anne Victorian House,"A Queen Anne-style house with a wood shingle facade and contrasting trim, featuring a tower, wrap-around porch, ornate detailing, and lush landscaping.",,,,
b182,AI,Victorian Farmhouse with Green Wood Facade,"A Victorian-style farmhouse with a green wood facade and black trim, featuring a wraparound porch, a dormer window, and landscaped grounds with a stone pathway.",,,,
b183,AI,Victorian Red Brick Mansion,"A grand Victorian-style house with red brick exterior, featuring a slate roof, a circular bay window, ornate detailing, and lush landscaping.",,,,
b184,AI,Queen Anne Victorian House with Red Brick Facade and Yellow Trim,"A Queen Anne-style house with a red brick facade and contrasting yellow trim, featuring a tower, wrap-around porch, ornate detailing, and lush landscaping.",,,,
b185,AI,Queen Anne Victorian House wuth Yellow Facade,"A Queen Anne-style house with a yellow wood facade and contrasting red trim, featuring a bay window, wrap-around porch, and lush landscaping.",,,,
b186,AI,Queen Anne Victorian House,"A Queen Anne-style house with a red brick facade and contrasting yellow trim, featuring a tower, wrap-around porch, ornate detailing, and lush landscaping.",,,,
b187,AI,Richardsonian Romanesque Mansion,"A grand Richardsonian Romanesque-style house with red brick exterior, featuring a slate roof, multiple towers, ornate detailing, and lush landscaping.",,,,
b188,AI,Queen Anne Victorian House,"A Queen Anne-style house with a brown wood facade, featuring a tower, wrap-around porch, ornate detailing, and lush landscaping.",,,,
b189,AI,Ranch-Style House with Yellow Exterior,"A classic ranch-style house with a yellow exterior, featuring a gable roof, a front porch, a carport, and landscaped grounds with a lawn and trees.",,,,
b190,AI,Modern International House,"A modern International-style house with a white facade and colorful vertical stripes, featuring large windows, a flat roof, and landscaped grounds with a lawn and trees.",,,,
b191,AI,Neoclassical Mansion with Stone Facade and Expansive Landscaping,"A grand Neoclassical mansion, characterized by its symmetrical facade, columns, and arched windows, features a warm-toned stone exterior, lush green landscaping, and a spacious balcony overlooking a manicured lawn.",,,,
b192,AI,Colonial Farmhouse with White Facade and Wraparound Porch,"A classic Colonial farmhouse, featuring a symmetrical white facade, black shutters, and a wraparound porch supported by columns, sits amidst a well-manicured lawn with a brick walkway leading to the front door.",,,,
